Brand,Nama,Harga,Jumlah Review,Variasi,Foto Produk
MAC Cosmetics,Gift Of Gold M·A·Cstack Mascara,Rp 520.000,,,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_IMAGE01_773602725847_MACGiftOfGoldHolidayColour_MACStack_Bla_cbec3a29f74be542abb7fe01fb5cf4b56bd3a633_1731487357.png
Bobbi Brown,Plump It Up Extra Lip Serum Duo,Rp 900.000,,,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_IMAGE01_H7L301_ExtraPlumpShineLipDuo_58d82dbfc605ea48b36037def572c08afce03622_1737516789.png
Bobbi Brown,Double the Volume Mascara Set,Rp 730.000,(2),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_IMAGE01_H7L501_DoubleTheDramaMascaraDuo_e6259b290e4396677ab09a5d60551f2e7e9e514c_1737516770.png
NARS,Utimate Luxury Explicit Lipstick,Rp 635.000,(1),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_194251148618_UltimateLuxuryExplicitLipstick_Closed_f3832d7db50e6b123a4f8a37d34c2c1b7acdfc51_1730522698.png
MAKE UP FOR EVER,Artist Color Pencil Magic Minis Set (Holiday Limited Edition),Rp 750.000,(86),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3548752212144-Make-Up-For-Ever-Artist-Color-Pencil_9b93a39d586bcd1630ffb8416dc4afe94b28535d_1729497980.png
Estée Lauder,Double Wear Second Skin Blur Cushion - Bone + Refill,Rp 1.020.000,(2),2 types,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_IMAGE01_G8K01760_ee34377558fd5e3bcae43e00c0cf80d109cbf98d_1738204141.png
Shu Uemura,Shavonne Wong X Shu Uemura Kinu Care Nudes Gleam 2 Lipstick (Limited Edition),Rp 625.000,,,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_Hpzc3896d_e0d2f883e9ee32c1e69fb8191032a0474b1517e6_1748424553.png
Benefit Cosmetics,Ready ‘n Unready,Rp 630.000,,,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_GLTT12875_Etail_Product_ReadyNUnready_Stylized_TT1287_1644x1_0efeb79e4f40b95e61d9d131285cce6b33e5f63e_1741837211.png
MAC Cosmetics,Lipglass Blow Plumping Oil,Rp 450.000,(1),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_773602729562-MAC-Cosmetics-Lipglass-Blow-Plumping-_255c009f1c31016dbf3344d8afdf41059d7c707f_1741156744.png
Clinique,Lash Power High-Fi™ Full Volume Mascara,Rp 450.000,,,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_192333168134-Clinique-Lash-Power-High-Fi-Full-Volu_aaa6ae0a37c9c6b6a6dbc6ef17d75c4b718679e0_1732176453.png
bareMinerals,Prime Time Eyeshadow Extender,Rp 420.000,(1),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_BM_SP23_PTPEE_Silo_Open_3000x3000_R150_2d63b2f873528e63a344dc5e87d0567df4894ee5_1737110156.png
bareMinerals,Original Pure Serum Radiant Natural Liquid Foundation Mineral SPF 20,Rp 790.000,,17 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_BM_SU23_OPSR_Silo_LIGHTWARM25_INTL_R300_8d11a0dab7dadf24ef458573acc61f3437f63aa5_1737086625.png
Kylie Cosmetics,Plumping Gloss,Rp 465.000,(12),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_4064941078098-kylie-cosmetic-Plumping-Gloss-618-Cu_bd10aaeaf68dda76cf2c50e156e4a8d151cae50c_1732500638.png
MAKE UP FOR EVER,Boundless Berry PERFECT DUO,Rp 820.000,,11 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_VB-3-Boundless-Berry-PERFECT-DUO_2123006abcef63118871e66aa2f443139f4c5f6b_1742186207.png
Kylie Cosmetics,High Gloss Lip Gloss,Rp 465.000,(37),7 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_4064941011163-kylie-cosmetic-High-Gloss-002-Always_07ddd4970b546395b476fd2886573e7e54be7457_1732265599.png
IT Cosmetics,Bye Bye Pores Pressed Silk Airbrush Poreless Finishing Powder,"Rp 850.000
   Rp 722.500 
    15% OFF",(815),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_817919013966-It-Cosmetics-Bye-Bye-Pores-Pressed-Si_46e3e1d84d1781b7e1171bc42bf3c56d5a56eb0d_1750233337.png
Nudestix,Nudeglow Lip 2pc Set,Rp 565.000,(77),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_nudestix1_24842934be8cdc5085a3726969339ca7056bbcb4_1732518280.png
bareMinerals,Barepro 24hr wear Skin-perfecting Matte Liquid Foundation Ultra-comfort Mineral SPF 20,Rp 790.000,,20 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_barepro_matte_foundation-removebg-preview_88c8bbbf3498f06e28b850e1be45e67e2e11fcff_1737360965.png
Laura Mercier,Translucent Pressed Talc-Free Waterproof Setting Powder Ultra-Blur,Rp 1.050.000,(616),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_LM_SP24_UBPressed_Open_Silo_MedDeep_3000x3000_R150_9ea9a950da09f22f5f041917dbbcb672d1a13c40_1748332696.png
Sephora Collection,Size Up Waterproof Mascara,Rp 336.000,(142),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872246985-Sephora-collection-Size-Up-Waterproo_786ea4a6f23f9f6c641eed1e661c4aac24af12d9_1739863919.png
NARS,[Amour Collection] Quad Eyeshadow,Rp 900.000,,,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_194251146522-NARS-Quad-Eyeshadow-Palette-Holiday-L_678dd3cc5d40065ec5f28a9abe160414c882d03e_1738219033.png
Sulwhasoo,Glowing Lip Balm,Rp 600.000,(35),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_8809925154032-Sulwhasoo-Glowing-Lip-Balm-No-000-Cl_cca2fbf0c328a4fb449fcf32fa1d3e86711af13e_1730878353.png
bareMinerals,Barepro 24H Skin Perfect Powder Foundation (8gr),Rp 750.000,(325),20 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_Light_25_Warm_52fe96496ef60f445c7f33fc64242c3c39d911da_1751596593.png
IT Cosmetics,Brow Power Universal Eyebrow Pencil,"Rp 495.000
   Rp 420.750 
    15% OFF",(404),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_19270_ITCosmetics_WEB_8f3b4031f6e0f4aa62e02541bdbffd31f905d28d_1750255145.png
Kylie Cosmetics,Pressed Bronzing Powder,Rp 500.000,(14),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_4064941008354-kylie-cosmetic-Pressed-Bronzing-Powd_8bb3a7f05884cbe81b8bbd70d8b307208e59edee_1732502933.png
Tom Ford Beauty,Traceless Soft Matte Primer,Rp 1.425.000,(462),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_888066119290-Tom-Ford-Beauty-Traceless-Soft-Matte-_2372b5c016b175808239156ebba06dded158df6a_1757505147.png
bareMinerals,Mineralist Eyeshadow Palette,Rp 700.000,(131),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_eyeshadow_pallete_rosewood_pallete_991ede7cd5601952e63686682d3c5fba56afa80e_1750846681.png
Kylie Cosmetics,Kylighter Pressed Illuminating Powder,Rp 650.000,(1),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_4064941008248-KYLIE-COSMETICS-Kylighter-Pressed-Il_ca9da9c664f9673e9500e488b725f59f78b8b7e8_1732268203.png
IT Cosmetics,Superhero™ Elastic Stretch Volumizing Mascara,"Rp 650.000
   Rp 552.500 
    15% OFF",(1575),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_34578_2520IT_2520Cosmetics_2520Superhero_2520Elast_838784b1d496493b44ef2977734374af670e0e8c_1754281269.png
Tom Ford Beauty,Extreme Mascara,Rp 975.000,(413),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_NAzC7155hUw_b31829c9dd20c59dec71bc64f283766e5258f6cd_1757504033.png
Sephora Collection,Color Twister Glitter Balm,Rp 259.000,(8),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872251767-Sephora-Collection-Color-Twister-Gli_246464a2a4e5d94d692ee90d657700d4c568f577_1751423350.png
Sephora Collection,Color Twister All-In-One Cream Color Blush,Rp 323.000,(18),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872252290-Sephora-Collection-Color-Twister-All_4e45818551c7ce79c388674e8edd14f3abae7184_1751424668.png
Sephora Collection,Color Twister Lip & Cheek Color Changing Oil-in-Stick,Rp 323.000,(127),3 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872251811-Sephora-Collection-Color-Twister-Lip_2aff46b8fb51955a70c20a34f088168fc72c78de_1751440800.png
Huda Beauty,1 Coat Wow! Extra Volumizing And Lifting Mascara,Rp 520.000,(945),2 types,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_6294018401797_01_ee4aef5a643c53ebf0adcf72161ef54927210450_1710485069.png
Benefit Cosmetics,BADgal Bang Mascara,Rp 520.000,(3499),2 sizes,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_GL_Badgal18_FS_Vial_Open_136ceb102e3acecb927d884413b23f03154a71e1_1602589246.png
ESQA,Flawless Setting Powder,Rp 142.000,(7),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1000x1000_14__60fb30b36a0c24011a42a7154d132ea238810384_1635408792.png
MAKE UP FOR EVER,Pore Minimizer Step 1 Face Primer,Rp 745.000,(607),2 sizes,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3548752174329-Make-Up-For-Ever-Pore-Minimizer-Step-1-Face-Primer-30ml_393160061067714bea74881fe2dd264e0261c03e_1609846447.png
ESQA,The Goddess Cheek Palette,Rp 240.000,(20),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_aphrodite1_a3cf06efbc1a6451178812626480c86b318eddae_1602589180.png
Benefit Cosmetics,Roller Lash,Rp 520.000,(5938),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_7154_BenefitCosmetics_WEB_359b34edeb16952c8727e4ffaad7d2ce62a8715e_1602585271.png
Anastasia Beverly Hills,Lip Primer,Rp 407.000,(349),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_zoom_20662_AnastasiaBeverlyHills_LipPrimer_WEB_4296fa9ba3b830a1fe63c2e3c197390a80d8689a_1602589775.png
Anastasia Beverly Hills,The Original Contour Kit,Rp 936.000,(2439),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_10435_AnastasiaBeverlyHills_TheOriginalContourKit_LighttoMedium_WEB_5a26029fae5c66a79af93d520cba7b9dadd970f3_1603334909.png
Benefit Cosmetics,Boi-ing Cakeless Concealer,Rp 490.000,(3912),7 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004111562-Benefit-Boi-ing-Cakeless-Concealer-Shade-03_94716ec8c316059b8b1a5bc6d6a0bb3687fa0e2f_1603762694.png
MAC Cosmetics,Liquidlast 24-Hour Waterproof Eyeliner,Rp 475.000,(47),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_Untitled_design_2__8772bfaa3946608f05cbb0c9dba70f33cd4dd372_1617205468.png
MAC Cosmetics,Studio Fix Fluid SPF 15 Foundation,Rp 710.000,(45),10 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_773602642939-MAC-Cosmetics-Studio-Fix-Fluid-SPF-15_946e1b7ba23ef0c4f81cf0593d7581893eefbd82_1755071185.png
MAC Cosmetics,Powder Kiss Lipstick,Rp 495.000,(473),16 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_773602588800-MAC-Powder-Kiss-Lipstick-Teddy-2-0_ca1d8b4e417fdf1d0482d6d29f25e254842cfc0d_1652105248.png
Clinique,"Take The Day Off™ Makeup Remover For Lids, Lashes & Lips",Rp 505.000,(3430),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_Take_20The_20Day_20Off_20Makeup_20Remover_20For_20Lids_2C_20Lashes_20_26_20Lips_20Default_f0974f4335d6df68c2d6a753dc895c38ecf6370e_1617172715.png
Anastasia Beverly Hills,Lip Liner,Rp 420.000,(2353),21 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_689304186797_-_Peach_Amber_1_491268b110dd72ab137f08785fa34e7d95e54aa2_1646203986.png
GUERLAIN,Rouge G de Guerlain The Double Mirror Case,Rp 555.000,(43),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_3346470434608_1_6c3a22bbc573d409cbb7e0bc4094be667ecdf4f8_1644819459.png
Estée Lauder,Pure Color Envy Color Replenish Lip Balm,Rp 550.000,(67),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_887167443471-Estee-Lauder-Pure-Color-Envy-Color-Replenish-Lip-Balm_0099cda8630cbbf9f0fbdfdd90db920c21d77f44_1617010301.png
Benefit Cosmetics,Floratint Desert Rose-Tinted Lip & Cheek Stain,Rp 435.000,(524),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004140128-Benefit-Cosmetics-Floratint-Desert-Rose-Tinted-Lip-Cheek-Stain-6ml_ecee0e71ee44d1a335cdd763687cb6f0717970c6_1659689643.png
GIVENCHY,Prisme Libre Skin Caring Matte Foundation,Rp 1.095.000,(642),16 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3274872431102-Givenchy-Prisme-Libre-Skin-Caring-Matte-Foundation-N280_bb8f861dfe6bc426577a8c501295cb1ed2ca5335_1661409962.png
Clinique,Quickliner For Eyes Intense,Rp 395.000,(517),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_Webp_net-resizeimage_20_2845_29_5e716e8d4050dc7796d183031dba1b609ad26b8a_1664873628.png
Benefit Cosmetics,Dandelion Twinkle Soft Nude-Pink Highlighter,Rp 350.000,(511),2 sizes,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004138903-Benefit-Cosmetics-Dandelion-Twinkle-Soft-Nude-Pink-Highlighter-Mini_7fe83c1c6c16d08c83cedf6298009bec760822f8_1653636144.png
GUERLAIN,Parure Gold Cushion Rejuvenating Radiance Foundation - Refill,Rp 1.050.000,(5),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_3346470435247_S-removebg-preview_0856ea003c734774e2eafa3bb416fe8fa6ce4c0e_1657251258.png
GUERLAIN,Parure Gold 24K Radiance Booster Perfection Primer - 24H Hydration,Rp 1.330.000,(19),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_356a192b7913b04c54574d18c28d46e6395428ab_1685422262.png
Estée Lauder,Pure Color Crème Lipstick,Rp 650.000,(66),9 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_bois_de_rose_f3f44f8a39ccb59097332eb8afdb3d73cba014d7_1686035511.png
Rare Beauty,Perfect Strokes Matte Liquid Eye Liner,Rp 455.000,(3007),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_840122901485-Rare-Beauty-Perfect-Strokes-Matte-Liquid-Eye-Liner-Black_6600721c5300cc2e70ccf362696a121b40bfca8d_1680420295.png
Rare Beauty,Always An Optimist Pore Diffusing Primer,Rp 331.000,(2560),2 sizes,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_840122902567-Rare-Beauty-Always-An-Optimist-Pore-Diffusing-Primer-15ml_1836b5b5f762b17d5599b8e8c9d0c12c0714777e_1680168498.png
MAKE UP FOR EVER,Mist & Fix Matte Setting Spray,Rp 620.000,(387),2 sizes,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3548752196420-Make-Up-For-Ever-Mist-Fix-Matte-Setting-Spray-100ml_960cc1ad83fe22c327dcc0d4ec8725077a8ef2bc_1679038271.png
Sephora Collection,Colorful Blush,Rp 323.000,(1158),7 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872180531-Sephora-Collection-Colorful-Blush--05-Sweet-On-You-350-g_7b473b8ce8f6bca34a355655e0306d041d0f009b_1684829720.png
Natasha Denona,Mini Starlette Palette,Rp 555.000,(371),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1000_x_1000_6__4aad2ccc2037b30d11b1bf06fea47e0d705c47d6_1690427558.png
Rare Beauty,Perfect Strokes Longwear Gel Eyeliner,Rp 429.000,(1273),3 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_7_902ba3cda1883801594b6e1b452790cc53948fda_1688378104.png
Laura Mercier,Translucent Loose Setting Powder Ultra Blur,Rp 1.030.000,(887),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_hon_79e666b5efad02d87bdff1510ae8c012196d35b3_1697790571.png
Laura Mercier,Secret Camouflage Brighten & Correct Duo,Rp 650.000,(1234),8 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_194250000221-Laura-Mercier-SecretCamouflage-BrightenCorrectDuo-2W_d5e3455201809c6af0d7b897722001bc29bdc52e_1698047371.png
Laura Mercier,Blush Colour Infusion,Rp 650.000,(958),9 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_198785_2520Laura_2520Mercier_2520Blush_2520Colour_2520Infusion_2520Peach_5be14fa4db1d56fdd1c9b013a534662c5b7208a3_1697706144.png
GIVENCHY,Prisme Libre Skin Caring Concealer,Rp 665.000,(732),11 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3274872446168-GIVENCHY-Prisme-Libre-Skin-Caring-Concealer-W245-dba074_50fbf55747f6e933a19076237622a5910f5decf7_1691400739.png
MAKE UP FOR EVER,HD Skin Hydra Glow Foundation,Rp 820.000,(821),30 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3548752205788-Make-Up-For-Ever-HD-Skin-Hydra-Glow-Foundation-1N06-efc19e_5e10df526af44d382ecf0e9e9bfc704034e66222_1705980268.png
ESQA,Flawless Liquid Concealer NEW,Rp 129.000,(8),10 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_Milkshake_e3d24bb32da44797f37f9fde3186386e6f1dfc0a_1713945470.png
GIVENCHY,Le Rouge Interdit Cream Velvet Liquid Lipstick,Rp 760.000,(330),12 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3274872428218-GIVENCHY-Le-Rouge-Interdit-Cream-Vel_35ee6f73ca175bca8081432982a00aa6c3bb1642_1714095995.png
Bobbi Brown,Extra Plump Lip Serum,Rp 600.000,(765),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_IRRESISTIBLE_EDP_ROSE_VELVET_SOFISTIC_1ML_19__cdbdad2888afc9de3dad6ea28363e3f7c4d0ea1e_1718251538.png
Bobbi Brown,Weightless Skin Cushion Foundation SPF 40 PA+++,Rp 900.000,(14),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_IMAGE01_H82M03_light_4000x4000_NoShadow_31ede5adc6d921d10476aee7c5542710a7ae1ff4_1721356405.png
ESQA,Minimalist Eye Tint Corrector,Rp 129.000,,2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Light_Medium_a23087a8228ad994e957ca7ee810e68197b434ef_1718697019.png
DIOR,Diorshow Stylo Waterproof Eyeliner - 24H Wear - Intense Color,Rp 500.000,(44),14 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_3348901703680_E01_WITH_SHADOW_007d7b87f4ccfd431fc5d52c3331275c2320c829_1718955474.png
GUERLAIN,Parure Gold Skin Double Veil Correction & Protection SPF 50+ & PA +++,Rp 1.500.000,,,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_PG-VEIL_-1000X1000px_795848272282d57bbd2d4a5060493709b5196b80_1727430535.png
GUERLAIN,Parure Gold Skin Diamond Micro Powder,Rp 1.560.000,(1),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_PG-MICRO-POWDER-04_-1000X1000px_12d0004184de56ab9e3dedfeec34507d96bae058_1727925415.png
ESQA,Minimalist Blurring Serum Skin Tint SPF 35 PA++,Rp 169.000,(5),8 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_3_1_SKIN_TINT_CUSTARD_CAP_5fa4dd3f405f6f450d6be0d7996e3820b605b4d6_1727856755.png
Estée Lauder,Purecolor Melt On Glosstick,Rp 650.000,(1),3 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_887167774841-Estee-Lauder-Purecolor-Melt-On-Glosst_7a0cedc1d78d8c3cebf6839df94d8a89d3ba435f_1744619937.png
Benefit Cosmetics,Get Rollin’ Mascara Duo,Rp 595.000,(3),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_Roller_1_570f4e7bbfc26364d7ce83e32b4116d69d800027_1745203755.png
DIOR,Diorshow Liquid Liner Ultra-Precise Felt-Tip Eyeliner,Rp 650.000,(8),9 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3348901756426-DIOR-Diorshow-Liquid-Liner-Ultra-Pre_3622766b3b7a87e0bc6c7facb75b1baf8492a117_1749462556.png
Sephora Collection,12HR Setting & Mattifying Powder,Rp 388.000,(238),2 types,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872237792-Sephora-collection-12Hr-Setting-Matt_e38057475a9e5bb6e9a6021e61de5ef3bed0426a_1741164192.png
Armani Beauty,Smooth Silk Eye Pencil,Rp 500.000,(5),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_01_GA_2021_Smooth-Silk-Eye-Pencil_4_3360372040743_RVB-3000_b2e1d683ab7c2f02f63f0f2e169e2816969467eb_1746437008.png
