Brand,Nama,Harga,Jumlah Review,Variasi,Foto Produk
Sephora Collection,Rouge Is Not My Name Matte Lipstick,Rp 310.000,(732),20 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872223887-Sephora-Collection-Rouge-Is-Not-My-Name-Matte-Lipstick-01-Out-of-Y_795134baec193589ba6a8476027ea661be4cfe28_1695029509.png
Sephora Collection,Moisturizing Lip Balm - 8HR Hydrating Treatment,Rp 156.000,(738),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872234241-Sephora-Collection-Moisturizing-Lip-_aa191c4fc87a1d6ae22fe76c6993665229214039_1722331331.png
Anastasia Beverly Hills,Hydra Prime Broad Spectrum Sunscreen SPF 50,Rp 880.000,(3),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_689304363129_HydraPrimeInternational_01_5c4967a88acc71c23c2492fea40e95cf132a5052_1752812565.png
Natasha Denona,HY-Glam Correcting Concealer,Rp 620.000,(122),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_7290113705081-Natasha-Denona-HY-Glam-Correcting-Concealer-C1-Fair-Corrector_d69148ed478bba923f50c0cc27a79efe362bc513_1686288568.png
Estée Lauder,The Sculpting Blush Duo,Rp 770.000,,,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_foto_PDP_3__e592fdd167e06d1c36b82c16c280b26a358ebced_1760083572.png
Anastasia Beverly Hills,Microstroke Brow Pen,Rp 550.000,(575),9 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_689304013055-Anastasia-Beverly-Hills-Microstroke-B_7d7ac8a271c7bedeb81d5a93b246f1efe53b25b6_1759474176.png
Benefit Cosmetics,I Spy Beauty Mini & Fun-Size Bestsellers Set (Holiday Limited Edition),Rp 700.000,,,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004164841-Benefit-Cosmetics-I-Spy-Beauty-Mini-F_2d5a229bd5a373e21d700b058af423db6983fb5f_1759915446.png
LANEIGE,Neo Cushion Mewy,Rp 469.000,,4 types,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_Laneige_Mewy_1_ee71a1439f3383401074a6fa37cd2718d4e131b6_1760599607.png
Revitalash,RevitaBrow Advanced,Rp 930.000,(24),2 types,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1000x1000_8bc8cb5461ef969f23ce55cbcb31dfd95d98792a_1716351086.png
Stila,Huge Extreme Lash Mascara,Rp 250.000,(891),2 types,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_stila_BTG_HLM_1__93af2a0f6a38c805d31b3614b144df41e49bd8c2_1733733609.png
DIOR,Diorshow Iconic Overcurl Mascara,Rp 800.000,(993),3 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_356a192b7913b04c54574d18c28d46e6395428ab_1690272165.png
MAKE UP FOR EVER,Ultra HD Setting Powder Mini,Rp 370.000,(245),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product-Updated_3548752175081-Make-Up-For-Ever-Ultra-HD-Setting-Powder-Mini-2-Vanilla_9b1087b461ddd557d3b6fd8273ce96754beed069_1618914991.png
Anastasia Beverly Hills,Magic Touch Concealer,Rp 659.000,(2189),12 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_689304101226-Anastasia-Beverly-Hills-Magic-Touch-Concealer-3_7f45f0f38c81022650a8e1cc69defb235053d25d_1638932304.png
Bobbi Brown,Intensive Skin Serum Cushion SPF 40 PA+++ Foundation,Rp 1.060.000,(34),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_716170273556-Bobbi-Brown-Intensive-Skin-Serum-Cushion-SPF-40-PA-Foundation-Extra_6b2295f554ca2b9f2886729360df9628fc53f6f9_1656385747.png
DIOR,Diorshow On Stage Crayon Waterproof Kohl Eyeliner,Rp 500.000,(64),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3348901663168-DIOR-Diorshow-On-Stage-Crayon-Waterproof-Kohl-Eyeliner-254-Bleu-Bl_bdc38cd305f84c4528f05b9a26f08dd22b06575d_1690270290.png
La Mer,The Cool Micellar Cleanser,Rp 2.050.000,(1),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_747930136828-La-Mer-The-Cool-Micellar-Cleanser-200ml_0318d3546dfb01b9cfdceee8e1c36dff0db8c337_1706671603.png
Benefit Cosmetics,Precisely My Brow Detailer,Rp 440.000,(656),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004152985-Benefit-Cosmetics-Precisely-My-Brow-D_1a3fba6ac230b6a9b4994dc84b8b00ba6e7e3683_1707461081.png
Lancôme,Teint Idole Ultra Wear Foundation,"Rp 915.000
   Rp 732.000 
    20% OFF",(1),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_LC_GNF_LIGHT_PEARL_R22_SACH1ML_36__57b997bd7cca0bad0bc3164210d220030df9817a_1711879847.png
Sephora Collection,12H Colorful Special Effects Multichrome Retractable Eyeliner,Rp 259.000,(140),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872246084-Sephora-Collection-12H-Colorful-Spec_32f567afdd6bd0099a239d2ce5b837722cce37bd_1748403794.png
Anastasia Beverly Hills,Impeccable Blurring Second Skin Matte Foundation,Rp 990.000,(1742),25 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_689304361255-Anastasia-Beverly-Hills-Impeccable-Bl_3087053a0610ac4fd3e1f2d5cd1df46fb35ebeb2_1737011373.png
bareMinerals,Mineralist Lasting Matte Liquid Lipstick,Rp 430.000,(152),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_136938_Mineralist_MatteLiquidLip_FullSize_WoW_Open_x6_jt_MIG_11fc4cc3532b054fa4cb5b10b449c873cba92102_1737362019.png
Bobbi Brown,Lip Pencil,Rp 430.000,(2),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_716170355634-Bobbi-Brown-Lip-Pencil-Pink-Cloud-War_d7488b1eea18d8b3c6277d118a8f6be5b3e48ee6_1752573522.png
Tom Ford Beauty,Shade And Illuminate Blush,Rp 1.435.000,(44),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_888066118705-Tom-Ford-Shade-And-Illuminate-Blush-C_8d4cc9897080544eca79ce9c61edc3fbd7a64f8f_1757500804.png
Estée Lauder,Double Wear Soft Glow Matte Cushion Makeup SPF 45/PA+++ Foundation Refill,Rp 850.000,(2),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_887167727199-Este-Lauder-Double-Wear-Soft-Glow-Mat_91e1eb7da85e6461b284ae3f15f5a9a134ef131a_1757671198.png
Rare Beauty,Always An Optimist Illuminating Primer,Rp 610.000,(1278),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_840122901430-Rare-Beauty-Always-An-Optimist-Illuminating-Primer-28ml_d8d4e85286229e8e6f6ddb531a07f8f4a299c204_1680163266.png
Sephora Collection,Reusable Cotton Pads,"Rp 388.000
   Rp 194.000 
    50% OFF",(97),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872140191-Sephora-Collection-Reusable-Cotton-Pads-7-pieces_1cbcd87be0e83dcc5edcf5612792d9b1404f2268_1658735962.png
DIOR,Diorshow On Stage Liner Waterproof Felt Tip Liquid Eyeliner,Rp 650.000,(62),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3348901596053-Dior-Diorshow-On-Stage-Liner-Waterproof-Felt-Tip-Liquid-Eyeliner-4_d9eab738111ea92aeab835b2b1ba4161041a4666_1658461255.png
Shu Uemura,Ultime8∞ Sublime Beauty Cleansing Oil,Rp 2.190.000,(169),3 sizes,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_4936968814365-Shu-Uemura-Shu-Uemura-Ultime8-Sublime-Beauty-Cleansing-Oil-38388-4_9bae6352be5fc46434b05c5b42fd866bfd006bff_1697010323.png
MAC Cosmetics,Prep + Prime Lip,Rp 455.000,(138),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_32211_MACCOsmetics_PrepPrimeLip_WEB_98f1d8c30f6fb1636fdf35c439e74133a061cf97_1664418709.png
Shu Uemura,Rouge Unlimited Kinu Cream,Rp 650.000,,5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_shu_kinurougecream_PK333_front_updated_04936968878831-0_f5b5a3aeff787a75053b5cd2ce6cd0422ca5ca85_1754377315.png
Lancôme,L'Absolu Rouge Intimatte Lipstick,"Rp 715.000
   Rp 643.500 
    10% OFF",(67),16 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_248_ca3799b8ff860c55da009a5675031b8644cdf7e3_1754384723.png
Shu Uemura,Calligraph:Ink Liquid Eyeliner Cartridge,Rp 500.000,(14),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_4935421778978-Shu-Uemura-CalligraphInk-Liquid-Eyeliner-Cartridge-Dark-Brown_32e2b4d1151e44f754d337cc75512c594d7180ec_1652939272.png
DIOR,Capture DreamSkin Moist & Perfect Cushion Foundation SPF50 PA+++,Rp 1.350.000,(84),3 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_zoom_1_Product_194472-Dior-Capture-DreamSkin-Moist-and-Perfect-Cushion-SPF50-PA-10_65b78223bf147bf0dd61da9e16abc58ae1a22c68_1602589621.png
Benefit Cosmetics,24hr Brow Setter Mini,Rp 280.000,(4216),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_24H_20brow_20setter_20-_20clear_9001dfdba7e48b186a10ed00481493ce7b27f272_1602591357.png
Anastasia Beverly Hills,Perfect Brow Pencil,Rp 550.000,(2280),8 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_10383_AnastasiaBeverlyHills_PerfectBrowPencil_Auburn_WEB_7059311c0536c5f91c89a1291ab5b6316cea6f82_1603334892.png
NARS,Lipstick,Rp 425.000,(153),8 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_Tonka_201_c086277a771203c59b357fd81cd2bcdd684cb2db_1602591757.png
Anastasia Beverly Hills,Mini Loose Setting Powder,Rp 437.000,(247),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_689304250054-Anastasia-Beverly-Hills-Mini-Loose-Setting-Powder-Translucent_aa7673ce0c0e075ce89177d49d5d752a815877b2_1604608315.png
Bobbi Brown,Long-Wear Cream Shadow Stick,Rp 580.000,(2467),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_bb_sku_E96E45_4000x4000_1_Open-1_21a5487223b50c3070203f1c69a31f0cbfa419a3_1717468879.png
NARS,Afterglow Lip Shine,Rp 475.000,(124),7 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_194251159126-NARS-Afterglow-Lip-Shine-Dolce-Vita_c3784cd2d57da6b416cdf5948e395eeafe8c9fdb_1751277000.png
Benefit Cosmetics,POWmade Brow Pomade,Rp 405.000,(1909),8 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004127129-Benefit-Cosmetics-POWmade-Brow-Pomade-3_1470cc2e36369650ba860d2354436de789481c06_1633057281.png
Benefit Cosmetics,Badgal Bang Waterproof Mascara,Rp 520.000,(1387),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_cr_ccd8c15938081ca56f8564415122ab003470a833_1647277821.png
NARS,Afterglow Sensual Shine Lipstick,Rp 525.000,(374),16 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_999NAC0000154_AGSL_HighGear_1_31f14290d37f2110515145f373b3dd1de5478c46_1715958512.png
GIVENCHY,Prisme Libre Skin Caring Corrector,Rp 665.000,(148),3 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3274872446335-GIVENCHY-Prisme-Libre-Skin-Caring-Corrector-Peach-f5a87c_6348cc8f9fba4a8d755a474f898be7e7d9f7526e_1691398976.png
LANEIGE,(Refill) NEO Cushion Glow,Rp 350.000,(18),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_111976743-LANEIGE-NEO-CUSHION-GLOW-13N-15G-Refil-1_4787337c4e053bc8cb11d8bb2a9594181fb66729_1692695897.png
GIVENCHY,Prisme Libre Skin Caring Corrector,Rp 665.000,(148),3 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3274872446335-GIVENCHY-Prisme-Libre-Skin-Caring-Corrector-Peach-f5a87c_6348cc8f9fba4a8d755a474f898be7e7d9f7526e_1691398976.png
LANEIGE,(Refill) NEO Cushion Glow,Rp 350.000,(18),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_111976743-LANEIGE-NEO-CUSHION-GLOW-13N-15G-Refil-1_4787337c4e053bc8cb11d8bb2a9594181fb66729_1692695897.png
La Mer,The Lip Balm,Rp 1.450.000,(209),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_747930112433-La-Mer-The-Lip-Balm-9g_493914425366a317c8d82b5c7fb7344663228368_1691484611.png
Huda Beauty,Easy Bake and Snatch Pressed Brightening and Setting Powder,Rp 780.000,(3785),9 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_356a192b7913b04c54574d18c28d46e6395428ab_1694416758.png
MAKE UP FOR EVER,UV Protector Step 1 Primer SPF 50+/PA +++,Rp 745.000,(20),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3548752188821-Make-Up-For-Ever-UV-Protector-Step-1-Primer-SPF-50-PA-30ml_615948a0f257ad2d59f4b4157b137aed99df9dbf_1681373236.png
Sephora Collection,Original Colorful Eyeshadow Mono Shimmer,"Rp 216.000
   Rp 108.000 
    50% OFF",(20),7 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872201168-Sephora-Collection-Colorful-Eyeshado_965fd449edfdf56f779799aa8e171d53957b5e90_1716869162.png
Anastasia Beverly Hills,Beauty Balm Serum Boosted Skin Tint,Rp 899.000,(1283),16 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_689304361507-Anastasia-Beverly-Hills-Beauty-Balm-S_61504c59f093bb74ae4302480f76849d03c1e11d_1719390300.png
GUERLAIN,Meteorites Light Revealing Pearls of Powder (NEW),Rp 1.180.000,(92),4 types,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_METEORITES-01-PEARLY-WHITE-1_cbb85e66f6a770c65040c13ac3015381247df1bf_1716257389.png
Clinique,Pop™ Longwear Lipstick,Rp 450.000,(66),10 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_SP24_ICON_POP_LIP_MATTE_BEACH_V6W2_GL_RGB_2400x2400-300dpi_N_c270fe9f6fa874b5a42ae45d1b98c9a369d3be92_1728547390.png
MAKE UP FOR EVER,HD Skin Face Essentials Palette,Rp 1.520.000,(363),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3548752203166-Make-Up-For-Ever-HD-Skin-Face-Essent_d60196a591668a3abfc601ac2ae689ff6428bd02_1722336343.png
ESQA,Brow Pomade Pencil,Rp 109.000,(5),2 types,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_ASHBROWN_-_Brow_Pomade_Pencil_AB_79dd7ad8d6cd234216a86c759606bd291ff467c5_1718959457.png
Lancôme,Lip Idôle Butterglow,Rp 695.000,(1840),8 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3614274169881-Lancome-Lip-Idole-Butterglow-60_62719b99dc13f7abd8cda09b2fef28a69d3533ac_1734340365.png
Benefit Cosmetics,Brow Haul Of Fame Brow Pencil & Gel Trio,Rp 665.000,(57),3 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004153739-Benefit-Cosmetics-Brow-Haul-Of-Fame-B_6075853a5e9c8f83322a76c264c249fbae557140_1740018544.png
Melixir,Vegan Lip Butter™,Rp 265.000,(194),12 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_8809751070155-MELIXIR-VEGAN-LIP-BUTTER-01-AGAVE-f2_4c3dabdd689da9204bac388e056e5d588ae0f32d_1734321390.png
Kylie Cosmetics,Setting Powder,Rp 490.000,(11),3 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_4064941033608-kylie-cosmetic-Setting-Powder-100-Tr_2b60821fa8a4bfccf5cc0221931cac9349cba80f_1732504287.png
Bobbi Brown,Mini Shadow Stick Duo In Dusty Mauve And Mica,Rp 525.000,,,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_IMAGE01_H0ZM01_MiniLWCSSDuo_fde7b6d9b280a2dcfb8cfd7be583c6dca32a8c16_1737516742.png
MAC Cosmetics,Tiny Treasures Mini Lip Duo (Holiday Limited Edition),Rp 415.000,(13),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_773602719099-MAC-Cosmetics-Tiny-Treasures-Mini-Lip_27c110ee91ac0fa7c64d3bea89ff54a6aac0917f_1731484950.png
DIOR,Forever Glow Luminizer Highlighter,Rp 1.150.000,(439),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3348901748063-DIOR-Forever-Glow-Luminizer-Highligh_67f9867764162983a2d146dcc55c55e046302bb4_1742528558.png
MAKE UP FOR EVER,Super Boost Skin Tint,Rp 630.000,(535),8 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3548752215060-Make-Up-For-Ever-Super-Boost-Skin-Ti_458b9e7040cf060542a54b271a6506df93d4897e_1740037136.png
Sephora Collection,Colorful Eyeshadow Mono Matte,Rp 233.000,(72),9 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872240235-Sephora-collection-Colorful-Eyeshado_f44257167724acba314dd13aed0f09ca281e9fc5_1741159097.png
Yves Saint Laurent,All Hours Hyper Luminize Highlighting Powder,Rp 1.300.000,(441),3 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_3614274197020_main_ae51032efe71841cfdd4688d4886fdd3a593b43d_1743142473.png
MAC Cosmetics,Lipglass Air Non-Sticky Gloss,Rp 450.000,(6),10 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_773602729678-MAC-Cosmetics-Lipglass-Air-Lip-Gloss-_b58257a27deb17e24a0b81a91f9629cd6fe1dade_1741076669.png
IT Cosmetics,CC+ Cream Natural Matte Foundation,"Rp 835.000
   Rp 709.750 
    15% OFF",(119),12 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3605972809841-IT-Cosmetics-CC-Cream-Natural-Matte-_d684fe6c0c15f2928cf65cead40f73e7c9719407_1750214515.png
Kylie Cosmetics,Lip & Cheek Blush Tint,Rp 570.000,(16),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_4064941119425-KCOSM-Lip-Cheek-Blush-Tint-Pretty-In_1771de5160baf39bbd856f4f33689684c56d7cb1_1754907184.png
Bobbi Brown,Sheer Finish Blurring Powder,Rp 760.000,(1),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_IMAGE01_H7F901_PearlPink_fad66b34b4d03bcea7f65dd3f6f3cb8424e1c505_1749627983.png
Huda Beauty,Faux Filler Jelly Oil,Rp 465.000,(951),3 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_6294018406983-Huda-Beauty-Faux-Filler-Jelly-Oil-Ju_859cf2333e70242b0c8c6a204de1704ed864b1a6_1751267091.png
Shu Uemura,Unlimited Care Tsuya Serum Foundation,Rp 1.040.000,(4),9 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_774_66c4d1ec6dadbb7073bb7c5132e479ca4d2b59cf_1727941799.png
Shu Uemura,Unlimited Tsuya FDT + Mopo,Rp 1.488.000,,2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_Sephora_PDP_-_June_-_Bundle4_b4bfd7d4c33543929d3f31c0d4cee7c3ee95188d_1750920929.png
